n;x_n;|x_n - x_n-1|;log(|x_n - x_n-1|);|x_n - x_r|;log(|x_n - x_r|);alpha;lambda
699;-12.464;0.00936664;-2.02842;13.364;1.12594;0.998594;0.992759
700;-12.4733;0.00936006;-2.02872;13.3733;1.12624;0.998596;0.992768
701;-12.4827;0.0093535;-2.02903;13.3827;1.12654;0.998598;0.992777
702;-12.492;0.00934696;-2.02933;13.392;1.12685;0.9986;0.992786
703;-12.5014;0.00934042;-2.02963;13.4014;1.12715;0.998602;0.992795
704;-12.5107;0.0093339;-2.02994;13.4107;1.12745;0.998604;0.992804
705;-12.52;0.0093274;-2.03024;13.42;1.12775;0.998606;0.992813
706;-12.5293;0.00932091;-2.03054;13.4293;1.12805;0.998608;0.992822
707;-12.5387;0.00931443;-2.03084;13.4387;1.12836;0.99861;0.992831
708;-12.548;0.00930796;-2.03115;13.448;1.12866;0.998612;0.99284
709;-12.5573;0.00930151;-2.03145;13.4573;1.12896;0.998614;0.992849
710;-12.5666;0.00929507;-2.03175;13.4666;1.12926;0.998616;0.992857
711;-12.5759;0.00928865;-2.03205;13.4759;1.12956;0.998617;0.992866
712;-12.5851;0.00928224;-2.03235;13.4851;1.12986;0.998619;0.992874
713;-12.5944;0.00927584;-2.03265;13.4944;1.13015;0.998622;0.992888
714;-12.6037;0.00926946;-2.03295;13.5037;1.13045;0.998629;0.992921
715;-12.6129;0.00926308;-2.03324;13.5129;1.13075;0.998622;0.992887
716;-12.6222;0.00925673;-2.03354;13.5222;1.13105;0.998531;0.992463
717;-12.6315;0.00925038;-2.03384;13.5315;1.13134;0.998758;0.99352
718;-12.6407;0.00924405;-2.03414;13.5407;1.13164;0.99791;0.98958
719;-12.6499;0.00923773;-2.03443;13.5499;1.13194;1.00031;1.00077
720;-12.6592;0.00923142;-2.03473;13.5592;1.13223;0.998793;0.993681
721;-12.6684;0.00922512;-2.03503;13.5684;1.13253;1.00283;1.01265
722;-12.6776;0.00921881;-2.03533;13.5776;1.13282;0.947036;0.779686
723;-12.6868;0.00921283;-2.03561;13.5868;1.13312;1.00789;1.03698
724;-12.696;0.00920681;-2.03589;13.596;1.13341;1.26113;3.3984
725;-12.7052;0.00919923;-2.03625;13.6052;1.13371;0.5409;0.116135
726;-12.7144;0.00919512;-2.03644;13.6144;1.134;1.04989;1.263
727;-12.7236;0.00919082;-2.03665;13.6236;1.13429;2.04237;132.591
728;-12.7328;0.00918204;-2.03706;13.6328;1.13458;-1.93184;1.06774e-06
729;-12.742;0.00919901;-2.03626;13.642;1.13488;12.1989;6.51099e+22
730;-12.7514;0.0094086;-2.02647;13.6514;1.13518;nan;nan
731;-nan(ind);nan;nan;nan;nan;0;0
